日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20260831,8700,丸八証券,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260831,8704,トレイダーズホールディングス,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260831,8705,日産証券グループ,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260831,8706,極東証券,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,6,TOPIX Small 1
20260831,8707,岩井コスモホールディングス,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,6,TOPIX Small 1
20260831,8708,アイザワ証券グループ,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,7,TOPIX Small 2
20260831,8713,フィデアホールディングス,プライム（内国株式）,7050,銀行業,15,銀行,7,TOPIX Small 2
20260831,8714,池田泉州ホールディングス,プライム（内国株式）,7050,銀行業,15,銀行,6,TOPIX Small 1
20260831,8715,アニコム　ホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行）,6,TOPIX Small 1
20260831,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行）,2,TOPIX Large70
20260831,8729,ソニーフィナンシャルグループ,プライム（内国株式）,7150,保険業,16,金融（除く銀行）,1,TOPIX Core30
20260831,8737,あかつき本社,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260831,8739,スパークス・グループ,プライム（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,7,TOPIX Small 2
20260831,8742,小林洋行,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260831,8746,ｕｎｂａｎｋｅｄ,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260831,8747,豊トラスティ証券,スタンダード（内国株式）,7100,証券、商品先物取引業,16,金融（除く銀行）,-,-
20260831,8750,第一ライフグループ,プライム（内国株式）,7150,保険業,16,金融（除く銀行）,2,TOPIX Large70
20260831,8766,東京海上ホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行）,1,TOPIX Core30
20260831,8769,アドバンテッジリスクマネジメント,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,8771,イー・ギャランティ,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,6,TOPIX Small 1
20260831,8772,アサックス,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20260831,8783,ａｂｃ,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20260831,8789,フィンテック　グローバル,スタンダード（内国株式）,7200,その他金融業,16,金融（除く銀行）,-,-
20260831,8793,ＮＥＣキャピタルソリューション,プライム（内国株式）,7200,その他金融業,16,金融（除く銀行）,7,TOPIX Small 2
20260831,8795,Ｔ＆Ｄホールディングス,プライム（内国株式）,7150,保険業,16,金融（除く銀行）,4,TOPIX Mid400
20260831,8798,アドバンスクリエイト,プライム（内国株式）,7150,保険業,16,金融（除く銀行）,7,TOPIX Small 2
20260831,8801,三井不動産,プライム（内国株式）,8050,不動産業,17,不動産,2,TOPIX Large70
20260831,8802,三菱地所,プライム（内国株式）,8050,不動産業,17,不動産,2,TOPIX Large70
20260831,8803,平和不動産,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20260831,8804,東京建物,プライム（内国株式）,8050,不動産業,17,不動産,4,TOPIX Mid400
20260831,8818,京阪神ビルディング,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,8830,住友不動産,プライム（内国株式）,8050,不動産業,17,不動産,2,TOPIX Large70
20260831,8835,太平洋興発,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,8836,ＲＩＳＥ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8841,テーオーシー,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,8844,コスモスイニシア,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8848,レオパレス２１,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20260831,8850,スターツコーポレーション,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20260831,8860,フジ住宅,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,8864,空港施設,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,8869,明和地所,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,8871,ゴールドクレスト,スタンダード（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20260831,8876,リログループ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,4,TOPIX Mid400
20260831,8877,エスリード,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,8881,日神グループホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,8887,シーラホールディングス,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8891,ＡＭＧホールディングス,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8892,エスコン,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20260831,8894,ＲＥＶＯＬＵＴＩＯＮ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8897,ＭＩＲＡＲＴＨホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20260831,8898,センチュリー２１・ジャパン,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8904,ＡＶＡＮＴＩＡ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8908,毎日コムネット,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8912,エリアクエスト,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8914,エリアリンク,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8917,ファースト住建,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8918,ランド,スタンダード（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,8919,カチタス,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20260831,8920,東祥,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260831,8921,シーズクリエイト,PRO Market,8050,不動産業,17,不動産,-,-
20260831,8923,トーセイ,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20260831,8927,明豊エンタープライズ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8928,穴吹興産,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8929,青山財産ネットワークス,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8931,和田興産,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8934,サンフロンティア不動産,プライム（内国株式）,8050,不動産業,17,不動産,6,TOPIX Small 1
20260831,8935,ＦＪネクストホールディングス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,8938,グローム・ホールディングス,グロース（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8944,ランドビジネス,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8945,サンネクスタグループ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8946,ＡＳＩＡＮ　ＳＴＡＲ,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8951,日本ビルファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8952,ジャパンリアルエステイト投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8953,日本都市ファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8954,オリックス不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8955,日本プライムリアルティ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8956,ＮＴＴ都市開発リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8957,東急リアル・エステート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8958,グローバル・ワン不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8960,ユナイテッド・アーバン投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8961,森トラストリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8963,インヴィンシブル投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8964,三井不動産商業ファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8966,平和不動産リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8967,日本ロジスティクスファンド投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8968,福岡リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8972,ＫＤＸ不動産投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8975,いちごオフィスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8976,大和証券オフィス投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8977,阪急阪神リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8979,スターツプロシード投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8984,大和ハウスリート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8985,ジャパン・ホテル・リート投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8986,大和証券リビング投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8987,ジャパンエクセレント投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,8995,誠建設工業,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8996,ハウスフリーダム,スタンダード（内国株式）,8050,不動産業,17,不動産,-,-
20260831,8999,グランディハウス,プライム（内国株式）,8050,不動産業,17,不動産,7,TOPIX Small 2
20260831,9001,東武鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9003,相鉄ホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9005,東急,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9006,京浜急行電鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9007,小田急電鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9008,京王電鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9009,京成電鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9010,富士急行,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20260831,9012,秩父鉄道,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9017,新潟交通,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9020,東日本旅客鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,2,TOPIX Large70
20260831,9021,西日本旅客鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,2,TOPIX Large70
20260831,9022,東海旅客鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,2,TOPIX Large70
20260831,9023,東京地下鉄,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9024,西武ホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9025,鴻池運輸,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20260831,9028,ゼロ,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9029,ヒガシホールディングス,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9031,西日本鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9033,広島電鉄,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9034,南総通運,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9036,東部ネットワーク,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9037,ハマキョウレックス,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20260831,9039,サカイ引越センター,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20260831,9041,近鉄グループホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9042,阪急阪神ホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9044,ＮＡＮＫＡＩ,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9045,京阪ホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9046,神戸電鉄,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20260831,9048,名古屋鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9049,京福電気鉄道,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9051,センコン物流,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9052,山陽電気鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20260831,9057,遠州トラック,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9059,カンダホールディングス,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9060,日本ロジテム,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9063,岡山県貨物運送,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9064,ヤマトホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9065,山九,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9068,丸全昭和運輸,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20260831,9069,センコーグループホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9072,ニッコンホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9073,京極運輸商事,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9074,日本石油輸送,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9075,福山通運,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20260831,9076,セイノーホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9081,神奈川中央交通,プライム（内国株式）,5050,陸運業,12,運輸・物流,7,TOPIX Small 2
20260831,9082,大和自動車交通,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9083,神姫バス,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9087,タカセ,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9090,ＡＺ－ＣＯＭ丸和ホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,6,TOPIX Small 1
20260831,9101,日本郵船,プライム（内国株式）,5100,海運業,12,運輸・物流,2,TOPIX Large70
20260831,9104,商船三井,プライム（内国株式）,5100,海運業,12,運輸・物流,2,TOPIX Large70
20260831,9107,川崎汽船,プライム（内国株式）,5100,海運業,12,運輸・物流,4,TOPIX Mid400
20260831,9110,ＮＳユナイテッド海運,プライム（内国株式）,5100,海運業,12,運輸・物流,6,TOPIX Small 1
20260831,9115,明海グループ,スタンダード（内国株式）,5100,海運業,12,運輸・物流,-,-
20260831,9119,飯野海運,プライム（内国株式）,5100,海運業,12,運輸・物流,6,TOPIX Small 1
20260831,9127,玉井商船,スタンダード（内国株式）,5100,海運業,12,運輸・物流,-,-
20260831,9130,共栄タンカー,スタンダード（内国株式）,5100,海運業,12,運輸・物流,-,-
20260831,9142,九州旅客鉄道,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9143,ＳＧホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9145,ビーイングホールディングス,スタンダード（内国株式）,5050,陸運業,12,運輸・物流,-,-
20260831,9146,五健堂ホールディングス,PRO Market,5050,陸運業,12,運輸・物流,-,-
20260831,9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,プライム（内国株式）,5050,陸運業,12,運輸・物流,4,TOPIX Mid400
20260831,9149,大友ロジスティクスサービス,PRO Market,5050,陸運業,12,運輸・物流,-,-
20260831,9156,はなホールディングス,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9158,シーユーシー,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9159,Ｗ　ＴＯＫＹＯ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9160,オンザページ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9162,ブリーチ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9163,ナレルグループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9165,クオルテック,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9166,ＧＥＮＤＡ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9168,ライズ・コンサルティング・グループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9169,大伸社,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9171,栗林商船,スタンダード（内国株式）,5100,海運業,12,運輸・物流,-,-
20260831,9173,東海汽船,スタンダード（内国株式）,5100,海運業,12,運輸・物流,-,-
20260831,9193,東京汽船,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20260831,9201,日本航空,プライム（内国株式）,5150,空運業,12,運輸・物流,4,TOPIX Mid400
20260831,92015,日本航空株式会社第１回社債型種類株式,プライム（内国株式）,5150,空運業,12,運輸・物流,-,-
20260831,9202,ＡＮＡホールディングス,プライム（内国株式）,5150,空運業,12,運輸・物流,2,TOPIX Large70
20260831,92025,ＡＮＡホールディングス第１回社債型種類株式,プライム（内国株式）,5150,空運業,12,運輸・物流,-,-
20260831,9204,スカイマーク,グロース（内国株式）,5150,空運業,12,運輸・物流,-,-
20260831,9206,スターフライヤー,スタンダード（内国株式）,5150,空運業,12,運輸・物流,-,-
20260831,9211,エフ・コード,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9212,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9213,セイファート,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9214,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9215,ＣａＳｙ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9216,ビーウィズ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260831,9218,メンタルヘルステクノロジーズ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9219,ギックス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9220,エフビー介護サービス,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9221,フルハシＥＰＯ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9222,ｍａｎａｂｙ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9223,ＡＳＮＯＶＡ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9225,ブリッジコンサルティンググループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9226,アイガー,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9227,マイクロ波化学,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9229,サンウェルズ,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260831,9233,アジア航測,スタンダード（内国株式）,5150,空運業,12,運輸・物流,-,-
20260831,9235,売れるネット広告社グループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9236,ジャパンＭ＆Ａソリューション,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9237,笑美面,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9238,バリュークリエーション,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9239,ケーイーティ,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9240,デリバリーコンサルティング,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9241,フューチャーリンクネットワーク,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9242,メディア総研,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9243,富士テクノホールディングス,PRO Market,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9244,デジタリフト,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9245,リベロ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9246,プロジェクトホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9247,ＴＲＥホールディングス,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20260831,9248,人・夢・技術グループ,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20260831,9249,日本エコシステム,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9250,ＧＲＣＳ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9251,ＡＢ＆Ｃｏｍｐａｎｙ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9252,ラストワンマイル,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9253,スローガン,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9254,ラバブルマーケティンググループ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9256,サクシード,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9257,ＹＣＰホールディングス（グローバル）リミテッド　ＪＤＲ,グロース（外国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9258,ＣＳ－Ｃ,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9259,タカヨシホールディングス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9262,シルバーライフ,スタンダード（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260831,9264,ポエック,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,9265,ヤマシタヘルスケアホールディングス,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,プライム（内国株式）,6100,小売業,14,小売,6,TOPIX Small 1
20260831,9268,オプティマスグループ,スタンダード（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,9270,バリュエンスホールディングス,グロース（内国株式）,6050,卸売業,13,商社・卸売,-,-
20260831,9271,和心,グロース（内国株式）,6100,小売業,14,小売,-,-
20260831,9272,ブティックス,グロース（内国株式）,9050,サービス業,10,情報通信・サービスその他,-,-
20260831,9273,コーア商事ホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260831,9274,ＫＰＰグループホールディングス,プライム（内国株式）,6050,卸売業,13,商社・卸売,6,TOPIX Small 1
20260831,9278,ブックオフグループホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260831,9279,ギフトホールディングス,プライム（内国株式）,6100,小売業,14,小売,7,TOPIX Small 2
20260831,9282,いちごグリーンインフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,9284,カナディアン・ソーラー・インフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,9285,東京インフラ・エネルギー投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,9286,エネクス・インフラ投資法人,REIT・ベンチャーファンド・カントリーファンド・インフラファンド,-,-,-,-,-,-
20260831,9301,三菱倉庫,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,4,TOPIX Mid400
20260831,9302,三井倉庫ホールディングス,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,4,TOPIX Mid400
20260831,9303,住友倉庫,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,6,TOPIX Small 1
20260831,9304,澁澤倉庫,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20260831,9305,ヤマタネ,プライム（内国株式）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20260831,9306,東陽倉庫,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20260831,9307,杉村倉庫,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20260831,9308,乾汽船,スタンダード（内国株式）,5100,海運業,12,運輸・物流,7,TOPIX Small 2
20260831,9310,日本トランスシティ,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20260831,9311,アサガミ,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20260831,9312,ケイヒン,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20260831,9313,丸八倉庫,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20260831,9319,中央倉庫,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20260831,9322,川西倉庫,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
20260831,9324,安田倉庫,プライム（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,7,TOPIX Small 2
20260831,9325,ファイズホールディングス,スタンダード（内国株式）,5200,倉庫・運輸関連業,12,運輸・物流,-,-
